"peiid","siteiid","ecositeid","ecositenm","ecositecorrdate","es_classifier","siteecositehistory.classifier","es_selection_method","upedonid","siteobsiid","usiteid","site_id","pedon_id","obsdate","obs_date","utmzone","utmeasting","utmnorthing","horizdatnm","longstddecimaldegrees","latstddecimaldegrees","gpspositionalerror","describer","descname","pedonpurpose","pedontype","pedlabsampnum","labdatadescflag","tsectstopnum","tsectinterval","utransectid","tsectkind","tsectselmeth","erocl","elev_field","slope_field","aspect_field","elev","slope","aspect","ecostatename","ecostateid","commphasename","commphaseid","plantassocnm","earthcovkind1","earthcovkind2","bedrckdepth","bedrckkind","bedrckhardness","pmgroupname","hillslopeprof","geomslopeseg","shapeacross","shapedown","slopecomplex","drainagecl","geomposhill","geomposmntn","geompostrce","geomposflats","swaterdepth","flodfreqcl","floddurcl","flodmonthbeg","pondfreqcl","ponddurcl","pondmonthbeg","climstaid","climstanm","climstatype","ffd","map","reannualprecip","airtempa","soiltempa","airtemps","soiltemps","airtempw","soiltempw","surface_fine_gravel","surface_gravel","surface_cobbles","surface_stones","surface_boulders","surface_channers","surface_flagstones","surface_parafine_gravel","surface_paragravel","surface_paracobbles","surface_parastones","surface_paraboulders","surface_parachanners","surface_paraflagstones","surface_unspecified","surface_total_frags_pct_nopf","surface_total_frags_pct","othervegid","othervegclass","site_state","site_county","site_mlra","slope_shape","surface_fgravel","classdate","classifier","classtype","taxonname","localphase","taxonkind","seriesstatus","taxclname","taxpartsize","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","soiltaxedition","osdtypelocflag","taxmoistcl","taxtempregime","taxfamother","taxreaction","taxfamhahatmatcl","psctopdepth","pscbotdepth","selection_method","ochric.epipedon","argillic.horizon","paralithic.materials","lithic.contact","paralithic.contact","abrupt.textural.change","duripan","cambic.horizon","andic.soil.properties","umbric.epipedon","aquic.conditions","slickensides","mollic.epipedon","mottles.with.chroma.2.or.less","calcic.horizon","anthropic.epipedon","kandic.horizon","densic.contact","densic.materials","lithologic.discontinuity","redox.depletions.with.chroma.2.or.less","redox.concentrations","reduced.matrix","histic.epipedon","albic.horizon","spodic.horizon","fibric.soil.materials","hemic.soil.materials","sapric.soil.materials","volcanic.glass","folistic.epipedon","strongly.contrasting.particle.size.class","episaturation","endosaturation","secondary.carbonates","human.transported.material","glossic.horizon","spodic.materials","albic.materials","landform_string","landscape_string","microfeature_string","geomicrorelief_string","pmkind","pmorigin"
"252820",254459,NA,NA,NA,NA,NA,NA,"S2007CA109005",252030,"06-SMM-007","06-SMM-007","S2007CA109005",2006-10-03,2006-10-03,10,729321,4204365,"NAD83",-120.3897781,37.957943,NA,"Sue Malone","Sue Malone","full pedon description","TUD pedon","07N0474",FALSE,NA,NA,NA,NA,NA,NA,536,45,120,536,45,120,NA,NA,NA,NA,"Interior Live Oak - Chaparral","shrub cover","native shrubs",99,"siltstone, unspecified","moderately coherent","colluvium derived from argillite and/or colluvium derived from siltstone over residuum weathered from argillite and/or residuum weathered from siltstone","backslope",NA,"concave","linear","simple","well","side slope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,686,NA,16,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","concave / linear",0,2011-07-03 05:18:47.183,NA,"correlated","LOAFERCREEK",NA,"series",NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,NA,"thermic","not used","not used",NA,48,94,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","foothills",NA,NA,"colluvium & colluvium & residuum & residuum","siltstone, unspecified & argillite"
"252851",254491,NA,NA,NA,NA,NA,NA,"S2007CA009002",252061,"07-JCR-002","07-JCR-002","S2007CA009002",2007-04-02,2007-04-02,10,700783,4201935,"NAD83",-120.7150269,37.9428596,NA,"John Rule","John Rule","full pedon description","OSD pedon","07N0469",FALSE,NA,NA,NA,NA,NA,NA,337,20,272,337,20,272,NA,NA,NA,NA,NA,"tree cover","hardwoods",81,"greenstone","strongly coherent","colluvium derived from greenstone and/or residuum weathered from greenstone","backslope","middle third","linear","linear","complex","well","side slope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,23,NA,19,NA,NA,NA,NA,NA,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,24,24,NA,NA,"CA","CA009","18","linear / linear",0,2007-04-02,NA,"sampled as","Gopheridge",NA,NA,NA,"Loamy-skeletal, mixed, superactive, thermic Mollic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","mollic haploxeralfs","tenth edition",FALSE,"xeric","thermic",NA,"not used",NA,18,68,"single record",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","foothills",NA,NA,"colluvium & residuum","greenstone"
"268791",269602,NA,NA,NA,NA,NA,NA,"07JCR003",268092,"07CA630JCR003","07CA630JCR003","07JCR003",2007-05-14,2007-05-14,10,714552.68,4191746.51,"NAD83",-120.5613937,37.848053,NA,"John Rule","John Rule","full pedon description","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,324,15,154,324,15,154,NA,NA,NA,NA,"Blue Oak Woodland","tree cover","hardwoods",60,"metavolcanics","strongly coherent","colluvium derived from metavolcanics and/or residuum weathered from metavolcanics","backslope",NA,"convex","convex",NA,"well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","convex / convex",0,2012-01-24,NA,"correlated","Gopheridge",NA,"series",NA,"Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,"xeric","thermic",NA,NA,NA,15,58,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","hills",NA,NA,"colluvium & residuum","metavolcanics"
"268793",269604,"F018XI201CA","Moderately Deep Thermic Foothills",NA,NA,NA,"least missing data","07JCR005",268094,"07CA630JCR005","07CA630JCR005","07JCR005",2007-04-17,2007-04-17,10,702281.88,4202169.54,"NAD83",-120.6980591,37.944725,NA,"John Rule","John Rule","full pedon description","representative pedon for component",NA,FALSE,NA,NA,NA,NA,NA,NA,352,38,340,352,38,340,NA,NA,NA,NA,NA,"grass/herbaceous cover","rangeland, grassland",91,"greenstone",NA,"colluvium derived from greenstone over residuum weathered from greenstone","backslope",NA,"linear","linear",NA,"well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,NA,NA,"CA","CA009","18","linear / linear",0,2012-02-06,NA,"correlated","Gopheridge",NA,"series",NA,"Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,"xeric","thermic",NA,NA,NA,10,60,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"colluvium & residuum","greenstone"
"268794",269605,NA,NA,NA,NA,NA,NA,"07JCR006",268095,"07CA630JCR006","07CA630JCR006","07JCR006",2007-06-28,2007-06-28,10,702248.93,4201461.04,"NAD83",-120.6986084,37.9383354,NA,"John Rule","John Rule","full pedon description","representative pedon for component",NA,FALSE,NA,NA,NA,NA,NA,NA,412,31,262,412,31,262,NA,NA,NA,NA,NA,"tree cover","hardwoods",NA,"greenstone",NA,"colluvium derived from greenstone over residuum weathered from greenstone",NA,NA,NA,NA,NA,"well",NA,NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA009","18",NA,0,2012-01-24,NA,"correlated","Gopheridge",NA,"series",NA,"Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,"xeric","thermic",NA,NA,NA,5,55,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"colluvium & residuum","greenstone"
"268795",269606,NA,NA,NA,NA,NA,NA,"07JCR007",268096,"07CA630JCR007","07CA630JCR007","07JCR007",2007-04-30,2007-04-30,10,714595.13,4191762.72,"NAD83",-120.5611115,37.848053,NA,"John Rule","John Rule","full pedon description","taxadjunct to the series",NA,FALSE,NA,NA,NA,NA,NA,NA,314,22,82,314,22,82,NA,NA,NA,NA,NA,"tree cover","hardwoods",61,"greenstone","strongly coherent","colluvium over residuum",NA,NA,"linear","linear",NA,"well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,NA,NA,"CA","CA109","18","linear / linear",0,2017-05-17,"Julie Baker","correlated","Gopheridge",NA,"series",NA,"Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,NA,NA,15,61,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","hills",NA,NA,"colluvium & residuum","NA"
"268820",269617,NA,NA,NA,NA,NA,NA,"07SKC003",268121,"07CA630SKC003","07CA630SKC003","07SKC003",2007-03-21,2007-03-21,10,723611.85,4182338.27,"NAD83",-120.4613876,37.7611122,NA,"Stacy Kavanaugh","Stacy Kavanaugh","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,328,9,344,328,9,344,NA,NA,NA,NA,"Blue Oak Woodland","tree cover","hardwoods",64,"greenstone","weakly coherent","residuum weathered from greenstone","backslope",NA,"concave","convex","simple","well","side slope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","concave / convex",0,2012-02-08,NA,"correlated","Loafercreek",NA,"series",NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",FALSE,"xeric","thermic",NA,NA,NA,23,64,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hill","foothills",NA,NA,"residuum","greenstone"
"307574",307647,NA,NA,NA,NA,NA,NA,"08AMS011",305633,"08CA630AMS011","08CA630AMS011","08AMS011",2008-04-21,2008-04-21,10,715404.75,4183592.1,"NAD83",-120.5541687,37.7744446,NA,"Alison Steglich","Alison Steglich","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,150,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18",NA,0,2013-09-05,NA,"correlated","Loafercreek",NA,"series",NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","eleventh edition",FALSE,"xeric","thermic",NA,NA,NA,NA,NA,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307957",308029,NA,NA,NA,NA,NA,NA,"06SMM013",306012,"06CA630SMM013","06CA630SMM013","06SMM013",2006-08-19,2006-08-19,10,716457.09,4189088.35,"NAD83",-120.5405579,37.8236084,NA,"Sue Malone","Sue Malone","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,280,5,90,280,5,90,NA,NA,NA,NA,NA,"grass/herbaceous cover","hardwoods",NA,"greenstone","moderately coherent","moderately weathered, residuum weathered from metavolcanics and/or moderately weathered, residuum weathered from greenstone","toeslope","lower third","linear","convex","simple","well","interfluve",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,NA,584,NA,16,15,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","linear / convex",0,2016-01-14,"Andrew Paolucci","correlated","Loafercreek",NA,"series","established","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,30,58,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"residuum & residuum","greenstone & metavolcanics"
"307961",308033,NA,NA,NA,NA,NA,NA,"07SKC016",306016,"07CA630SKC016","07CA630SKC016","07SKC016",2007-05-09,2007-05-09,10,723346.62,4181715.43,"NAD83",-120.4647217,37.7555542,NA,"Stacy Kavanaugh","Stacy Kavanaugh","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,320,3,238,320,3,238,NA,NA,NA,NA,NA,"tree cover","hardwoods",NA,"greenstone","very strongly coherent",NA,"footslope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18",NA,0,2016-01-19,"Andrew Paolucci","correlated","Loafercreek",NA,"series","tentative","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,28,61,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
"307963",308035,NA,NA,NA,NA,NA,NA,"07SKC014",306018,"07CA630SKC014","07CA630SKC014","07SKC014",2007-05-10,2007-05-10,10,723204.32,4181973.09,"NAD83",-120.4661102,37.7577782,NA,"Stacy Kavanaugh","Stacy Kavanaugh","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,281,2,190,281,2,190,NA,NA,NA,NA,NA,"tree cover","hardwoods",NA,NA,NA,"residuum weathered from greenstone",NA,NA,"linear","concave",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","linear / concave",0,2016-01-19,"Andrew Paolucci","correlated","Loafercreek",NA,"series","tentative","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,46,86,"most recent",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,"residuum","greenstone"
"335567",335626,"R018XI125CA","Very Steep Skeletal Hillslopes",2016-05-04,"David Evans","David Evans","least missing data","07RJV088",331245,"07CA630RJV088","07CA630RJV088","07RJV088",2007-09-10,2007-09-10,10,733200.75,4182119.33,"NAD83",-120.3527756,37.7566681,NA,"Bob Vobora","Bob Vobora","full pedon description","OSD pedon",NA,FALSE,NA,NA,NA,NA,NA,NA,336,57,135,336,57,135,NA,NA,NA,NA,"Chapparal","grass/herbaceous cover","native shrubs",91,"metavolcanics","indurated","colluvium over Penon Blanco Formation residuum weathered from metavolcanics","backslope",NA,"convex","convex","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,320,584,NA,NA,18.2999992370605,NA,NA,NA,NA,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,10,10,NA,NA,"CA","CA109","18","convex / convex",0,2017-03-15,"Julie Baker","correlated","Gopheridge",NA,"series","tentative","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,23,73,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"colluvium & residuum","NA & metavolcanics"
"338021",337974,NA,NA,NA,NA,NA,NA,"07RJV086",333592,"07CA630RJV086","07CA630RJV086","07RJV086",2007-09-11,2007-09-11,10,734621.29,4182315.15,"NAD83",-120.3366699,37.7580566,NA,"Bob Vobora","Bob Vobora","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,373,21,55,373,21,55,NA,NA,NA,NA,"Interior Live Oak - Chapparal","tree cover","hardwoods",66,"metavolcanics","indurated","colluvium over Penon Blanco Formation residuum weathered from metavolcanics","backslope",NA,"linear","convex","simple","well","side slope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","linear / convex",0,2017-03-15,"Julie Baker","correlated","Loafercreek",NA,"series","established","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,13,51,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"colluvium & residuum","NA & metavolcanics"
"338022",337975,"F018XI201CA","Moderately Deep Thermic Foothills",2016-05-04,"David Evans","David Evans","least missing data","07RJV089",333593,"07CA630RJV089","07CA630RJV089","07RJV089",2007-09-12,2007-09-12,10,735183.78,4182065.02,"NAD83",-120.3302765,37.7555542,NA,"Bob Vobora","Bob Vobora","soil survey inventory","representative pedon for component",NA,FALSE,NA,NA,NA,NA,NA,NA,327,42,90,327,42,90,NA,NA,NA,NA,"Interior Live Oak - Chapparal","shrub cover","native shrubs",89,"metavolcanics","indurated","colluvium over Jasper Point residuum weathered from metavolcanics","backslope",NA,"convex","convex","simple","well","side slope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,3,NA,NA,"CA","CA109","18","convex / convex",0,2017-03-15,"Julie Baker","correlated","Loafercreek",NA,"series","established","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,18,68,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"colluvium & residuum","NA & metavolcanics"
"338023",337976,NA,NA,NA,NA,NA,NA,"07RJV096",333594,"07CA630RJV096","07CA630RJV096","07RJV096",2007-07-25,2007-07-25,10,729253.45,4186874.97,"NAD83",-120.3961105,37.8005562,NA,"Bob Vobora","Bob Vobora","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,304,28,40,304,28,40,NA,NA,NA,NA,"Interior Live Oak - Chapparal","tree cover","hardwoods",66,"metavolcanics","indurated","colluvium over Jasper Point Formation residuum weathered from metavolcanics","backslope",NA,"convex","convex","simple","well","side slope",NA,NA,NA,NA,"none",NA,NA,"none",NA,NA,NA,NA,NA,320,585,NA,NA,18,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","convex / convex",0,2019-01-15,"Andrew Brown","correlated","Gopheridge",NA,"series","established","Loamy-skeletal, mixed, active, thermic Ultic Haploxeralfs","loamy-skeletal","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic","not used","not used",NA,15,48,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"colluvium & residuum","NA & metavolcanics"
"338024",337977,"F018XI201CA","Moderately Deep Thermic Foothills",2016-05-17,"David Evans","David Evans","least missing data","07RJV105",333595,"07CA630RJV105","07CA630RJV105","07RJV105",2007-10-03,2007-10-03,10,733038.74,4173728.97,"NAD83",-120.3572235,37.6811104,NA,"Bob Vobora","Bob Vobora","soil survey inventory","classifies to current taxon name, full description",NA,FALSE,NA,NA,NA,NA,NA,NA,290,27,35,290,27,35,NA,NA,NA,NA,"Blue Oak Woodland","tree cover","hardwoods",66,"metavolcanics","indurated","colluvium over Gopher Ridge formation residuum weathered from metavolcanics","backslope",NA,"convex","convex","simple","well","side slope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CA","CA109","18","convex / convex",0,2017-03-15,"Julie Baker","correlated","Loafercreek",NA,"series","established","Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs","fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",FALSE,"xeric","thermic",NA,"not used",NA,18,66,"most recent",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hillslope","Sierra Nevada foothills",NA,NA,"colluvium & residuum","NA & metavolcanics"
